,date,type,price_total
606,2018-07-13,retail_medical,506914.35000000213
607,2018-07-13,retail_recreational,2429320.040000007
608,2018-07-13,wholesale,498747.39000000013
609,2018-07-14,retail_medical,391743.1299999955
610,2018-07-14,retail_recreational,1928541.3399999822
611,2018-07-14,wholesale,449106.98000000004
612,2018-07-15,retail_medical,370936.3799999976
613,2018-07-15,retail_recreational,2059250.420000033
614,2018-07-15,wholesale,4305521.18
615,2018-07-16,retail_medical,406358.4499999999
616,2018-07-16,retail_recreational,2010795.9000000095
617,2018-07-16,wholesale,4520526.179999997
618,2018-07-17,retail_medical,413398.6699999959
619,2018-07-17,retail_recreational,2153900.5100000273
620,2018-07-17,wholesale,3979442.3500000006
621,2018-07-18,retail_medical,439071.69999999943
622,2018-07-18,retail_recreational,2379157.3600000264
623,2018-07-18,wholesale,3477802.629999999
624,2018-07-19,retail_medical,570450.8200000088
625,2018-07-19,retail_recreational,3144321.8600000273
626,2018-07-19,wholesale,4630223.059999997
627,2018-07-20,retail_medical,538740.670000003
628,2018-07-20,retail_recreational,2482121.1100000003
629,2018-07-20,wholesale,342034.8700000001
630,2018-07-21,retail_medical,409848.8399999991
631,2018-07-21,retail_recreational,1980094.629999973
632,2018-07-21,wholesale,525339.6100000001
633,2018-07-22,retail_medical,367613.54999999655
634,2018-07-22,retail_recreational,2034731.2699999984
635,2018-07-22,wholesale,3869749.0800000024
636,2018-07-23,retail_medical,400071.76999999804
637,2018-07-23,retail_recreational,2035845.15999998
638,2018-07-23,wholesale,4461601.290000001
639,2018-07-24,retail_medical,426922.65000000835
640,2018-07-24,retail_recreational,2184996.310000003
641,2018-07-24,wholesale,3745588.8
642,2018-07-25,retail_medical,441892.97000000684
643,2018-07-25,retail_recreational,2281641.5700000147
644,2018-07-25,wholesale,3943015.419999997
645,2018-07-26,retail_medical,540711.0300000148
646,2018-07-26,retail_recreational,2943452.6000000327
647,2018-07-26,wholesale,3375771.1100000003
648,2018-07-27,retail_medical,517015.18999999407
649,2018-07-27,retail_recreational,2396717.7999999872
650,2018-07-27,wholesale,710974.4200000002
651,2018-07-28,retail_medical,394449.94999999757
652,2018-07-28,retail_recreational,1923542.899999985
653,2018-07-28,wholesale,794606.59
654,2018-07-29,retail_medical,361362.6599999934
655,2018-07-29,retail_recreational,1972185.76000001
656,2018-07-29,wholesale,4463255.510000001
657,2018-07-30,retail_medical,423687.2199999985
658,2018-07-30,retail_recreational,2131364.000000007
659,2018-07-30,wholesale,4811507.449999994
660,2018-07-31,retail_medical,517638.100000007
661,2018-07-31,retail_recreational,2611834.229999963
662,2018-07-31,wholesale,3680646.62
663,2018-08-01,retail_medical,478079.9400000071
664,2018-08-01,retail_recreational,2403340.630000007
665,2018-08-01,wholesale,3221094.780000001
666,2018-08-02,retail_medical,629799.7200000124
667,2018-08-02,retail_recreational,3266132.710000062
668,2018-08-02,wholesale,3377580.009999997
669,2018-08-03,retail_medical,570715.590000002
670,2018-08-03,retail_recreational,2580333.4000000325
671,2018-08-03,wholesale,536025.9800000001
672,2018-08-04,retail_medical,426226.82999999664
673,2018-08-04,retail_recreational,2068653.449999968
674,2018-08-04,wholesale,425480.14999999997
675,2018-08-05,retail_medical,393947.2299999953
676,2018-08-05,retail_recreational,2175957.1500000125
677,2018-08-05,wholesale,6366517.660000001
678,2018-08-06,retail_medical,431149.2400000009
679,2018-08-06,retail_recreational,2192055.360000001
680,2018-08-06,wholesale,4601278.819999999
681,2018-08-07,retail_medical,429677.0200000002
682,2018-08-07,retail_recreational,2243404.5799999954
683,2018-08-07,wholesale,4177165.489999996
684,2018-08-08,retail_medical,440377.9300000046
685,2018-08-08,retail_recreational,2366916.9099999773
686,2018-08-08,wholesale,3855409.350000001
687,2018-08-09,retail_medical,557148.04000002
688,2018-08-09,retail_recreational,3127001.4100000267
689,2018-08-09,wholesale,3131655.4999999977
690,2018-08-10,retail_medical,552784.2800000064
691,2018-08-10,retail_recreational,2605599.4300000104
692,2018-08-10,wholesale,484852.3299999997
693,2018-08-11,retail_medical,429268.24000000133
694,2018-08-11,retail_recreational,2083944.3699999931
695,2018-08-11,wholesale,717628.78
696,2018-08-12,retail_medical,387043.36999999825
697,2018-08-12,retail_recreational,2089900.4099999745
698,2018-08-12,wholesale,4216585.239999996
699,2018-08-13,retail_medical,420432.4599999998
700,2018-08-13,retail_recreational,2085258.2199999962
701,2018-08-13,wholesale,4137324.440000001
702,2018-08-14,retail_medical,450248.8700000032
703,2018-08-14,retail_recreational,2336569.0800000005
704,2018-08-14,wholesale,4662837.019999997
705,2018-08-15,retail_medical,473566.8900000055
706,2018-08-15,retail_recreational,2429117.530000014
707,2018-08-15,wholesale,3841755.8099999977
708,2018-08-16,retail_medical,573922.8800000102
709,2018-08-16,retail_recreational,3112435.149999981
710,2018-08-16,wholesale,3641171.7299999977
711,2018-08-17,retail_medical,556562.1300000073
712,2018-08-17,retail_recreational,2604043.540000009
713,2018-08-17,wholesale,538853.4400000001
714,2018-08-18,retail_medical,417978.5000000033
715,2018-08-18,retail_recreational,2107871.029999978
716,2018-08-18,wholesale,456984.59
717,2018-08-19,retail_medical,387482.46000000404
718,2018-08-19,retail_recreational,2200955.2800000017
719,2018-08-19,wholesale,4926738.539999994
720,2018-08-20,retail_medical,422388.4900000052
721,2018-08-20,retail_recreational,2130201.9499999746
722,2018-08-20,wholesale,4693707.900000001
723,2018-08-21,retail_medical,432799.17000000406
724,2018-08-21,retail_recreational,2259678.0100000156
725,2018-08-21,wholesale,4934593.960000002
726,2018-08-22,retail_medical,462002.84000000206
727,2018-08-22,retail_recreational,2404252.419999998
728,2018-08-22,wholesale,4516823.269999997
729,2018-08-23,retail_medical,551975.4900000043
730,2018-08-23,retail_recreational,3103097.319999974
731,2018-08-23,wholesale,3167728.2100000014
732,2018-08-24,retail_medical,886969.0900000033
733,2018-08-24,retail_recreational,2543916.780000001
734,2018-08-24,wholesale,593521.4099999997
735,2018-08-25,retail_medical,593836.3300000079
736,2018-08-25,retail_recreational,2084714.7799999716
737,2018-08-25,wholesale,535009.8899999999
738,2018-08-26,retail_medical,46521266.1800013
739,2018-08-26,retail_recreational,2100860.109999987
740,2018-08-26,wholesale,4016805.7699999977
741,2018-08-27,retail_medical,59799748.09000052
742,2018-08-27,retail_recreational,2053216.9299999813
743,2018-08-27,wholesale,4182709.1399999997
744,2018-08-28,retail_medical,52758649.13999912
745,2018-08-28,retail_recreational,2186641.809999982
746,2018-08-28,wholesale,3800053.4299999992
747,2018-08-29,retail_medical,50303962.57999997
748,2018-08-29,retail_recreational,2521621.409999982
749,2018-08-29,wholesale,3302087.679999998
750,2018-08-30,retail_medical,68305163.97
751,2018-08-30,retail_recreational,3700722.419999964
752,2018-08-30,wholesale,3020296.06
753,2018-08-31,retail_medical,58563795.870000236
754,2018-08-31,retail_recreational,2845377.109999981
755,2018-08-31,wholesale,439608.81999999995
756,2018-09-01,retail_medical,39412547.910000205
757,2018-09-01,retail_recreational,2223055.5999999847
758,2018-09-01,wholesale,591179.6499999999
759,2018-09-02,retail_medical,32520491.94000027
760,2018-09-02,retail_recreational,2149120.7499999786
761,2018-09-02,wholesale,1777485.7799999998
762,2018-09-03,retail_medical,29048459.980000187
763,2018-09-03,retail_recreational,2165435.5399999795
764,2018-09-03,wholesale,3753697.939999999
765,2018-09-04,retail_medical,29074573.080000136
766,2018-09-04,retail_recreational,2296146.2899999833
767,2018-09-04,wholesale,3781838.2599999993
768,2018-09-05,retail_medical,27058675.940000113
769,2018-09-05,retail_recreational,2327774.7599999784
770,2018-09-05,wholesale,3335749.2
771,2018-09-06,retail_medical,29661637.480000142
772,2018-09-06,retail_recreational,3116735.6799999685
773,2018-09-06,wholesale,3497673.7399999998
774,2018-09-07,retail_medical,29363987.200000063
775,2018-09-07,retail_recreational,2639650.119999982
776,2018-09-07,wholesale,641998.68
777,2018-09-08,retail_medical,20436023.920000106
778,2018-09-08,retail_recreational,2055967.5999999875
779,2018-09-08,wholesale,606367.66
780,2018-09-09,retail_medical,17403908.800000038
781,2018-09-09,retail_recreational,2198044.34999998
782,2018-09-09,wholesale,3928585.6800000006
783,2018-09-10,retail_medical,16737713.959999964
784,2018-09-10,retail_recreational,2116913.4999999832
785,2018-09-10,wholesale,4876126.840000001
786,2018-09-11,retail_medical,15770552.650000043
787,2018-09-11,retail_recreational,2198413.9999999767
788,2018-09-11,wholesale,3386760.8699999987
789,2018-09-12,retail_medical,14438527.33000011
790,2018-09-12,retail_recreational,2315781.019999986
791,2018-09-12,wholesale,4087070.3799999994
792,2018-09-13,retail_medical,17258648.820000086
793,2018-09-13,retail_recreational,3250890.1199999754
794,2018-09-13,wholesale,3698168.7299999995
795,2018-09-14,retail_medical,16193958.450000038
796,2018-09-14,retail_recreational,2687653.3499999754
797,2018-09-14,wholesale,657784.2000000001
798,2018-09-15,retail_medical,10451093.540000042
799,2018-09-15,retail_recreational,2116052.6999999867
800,2018-09-15,wholesale,590195.37
801,2018-09-16,retail_medical,8260550.959999997
802,2018-09-16,retail_recreational,2094704.7599999816
803,2018-09-16,wholesale,5634297.439999999
804,2018-09-17,retail_medical,7418712.879999988
805,2018-09-17,retail_recreational,2130148.0299999816
806,2018-09-17,wholesale,7343652.319999998
807,2018-09-18,retail_medical,6852897.230000018
808,2018-09-18,retail_recreational,2243400.299999979
809,2018-09-18,wholesale,5985593.449999997
810,2018-09-19,retail_medical,6508813.660000024
811,2018-09-19,retail_recreational,2514855.609999967
812,2018-09-19,wholesale,3743323.9800000004
813,2018-09-20,retail_medical,6413070.540000019
814,2018-09-20,retail_recreational,3233983.07999998
815,2018-09-20,wholesale,3635785.279999999
816,2018-09-21,retail_medical,5536046.659999981
817,2018-09-21,retail_recreational,2715473.9699999737
818,2018-09-21,wholesale,591956.3999999999
819,2018-09-22,retail_medical,3033747.300000004
820,2018-09-22,retail_recreational,2124471.379999988
821,2018-09-22,wholesale,371421.28
822,2018-09-23,retail_medical,1862297.6600000025
823,2018-09-23,retail_recreational,2124474.0899999775
824,2018-09-23,wholesale,5792058.449999999
825,2018-09-24,retail_medical,1212567.2799999956
826,2018-09-24,retail_recreational,2167193.0099999844
827,2018-09-24,wholesale,4075139.3499999996
828,2018-09-25,retail_medical,592139.0499999957
829,2018-09-25,retail_recreational,2178439.489999963
830,2018-09-25,wholesale,3997710.970000001
831,2018-09-26,retail_medical,400224.919999995
832,2018-09-26,retail_recreational,2244572.459999984
833,2018-09-26,wholesale,3310314.110000001
834,2018-09-27,retail_medical,527471.4600000255
835,2018-09-27,retail_recreational,3221626.070000008
836,2018-09-27,wholesale,2978526.759999997
837,2018-09-28,retail_medical,532619.2900000227
838,2018-09-28,retail_recreational,2682879.7200000267
839,2018-09-28,wholesale,884868.5499999998
840,2018-09-29,retail_medical,400852.26000001136
841,2018-09-29,retail_recreational,2061785.919999993
842,2018-09-29,wholesale,857233.2400000005
843,2018-09-30,retail_medical,421255.47000000166
844,2018-09-30,retail_recreational,2465101.3400000134
845,2018-09-30,wholesale,3501132.8099999977
846,2018-10-01,retail_medical,410383.26000000647
847,2018-10-01,retail_recreational,2182484.950000006
848,2018-10-01,wholesale,3372901.8599999966
849,2018-10-02,retail_medical,450358.4800000131
850,2018-10-02,retail_recreational,2422824.990000036
851,2018-10-02,wholesale,3649396.850000001
852,2018-10-03,retail_medical,425689.5000000097
853,2018-10-03,retail_recreational,2366438.6499999766
854,2018-10-03,wholesale,3086590.829999999
855,2018-10-04,retail_medical,530738.8500000138
856,2018-10-04,retail_recreational,3266034.2799999937
857,2018-10-04,wholesale,3362834.3499999978
858,2018-10-05,retail_medical,533334.3700000128
859,2018-10-05,retail_recreational,2773757.4000000344
860,2018-10-05,wholesale,519023.1399999999
861,2018-10-06,retail_medical,395752.52000000654
862,2018-10-06,retail_recreational,2081075.1999999832
863,2018-10-06,wholesale,605708.8700000001
864,2018-10-07,retail_medical,363031.16999999847
865,2018-10-07,retail_recreational,1989391.4899999849
866,2018-10-07,wholesale,3354811.2399999974
867,2018-10-08,retail_medical,379143.6900000029
868,2018-10-08,retail_recreational,2129886.6399999894
869,2018-10-08,wholesale,3559700.1199999996
870,2018-10-09,retail_medical,417611.43000000535
871,2018-10-09,retail_recreational,2363223.68999996
872,2018-10-09,wholesale,4050362.6399999983
873,2018-10-10,retail_medical,416694.0800000093
874,2018-10-10,retail_recreational,2395386.189999997
875,2018-10-10,wholesale,4591414.129999999
876,2018-10-11,retail_medical,525254.5900000177
877,2018-10-11,retail_recreational,3172635.970000011
878,2018-10-11,wholesale,3120366.080000002
879,2018-10-12,retail_medical,510375.7200000046
880,2018-10-12,retail_recreational,2606446.2600000123
881,2018-10-12,wholesale,856390.2399999999
882,2018-10-13,retail_medical,387657.9600000102
883,2018-10-13,retail_recreational,1933118.9300000083
884,2018-10-13,wholesale,672951.6600000003
885,2018-10-14,retail_medical,358576.1700000023
886,2018-10-14,retail_recreational,2106635.6199999754
887,2018-10-14,wholesale,4457984.549999999
888,2018-10-15,retail_medical,375202.76000000583
889,2018-10-15,retail_recreational,2096806.0199999907
890,2018-10-15,wholesale,4456045.41
891,2018-10-16,retail_medical,396402.02999999735
892,2018-10-16,retail_recreational,2163384.1000000034
893,2018-10-16,wholesale,3809094.739999998
894,2018-10-17,retail_medical,396682.84000000736
895,2018-10-17,retail_recreational,2300257.9899999877
896,2018-10-17,wholesale,3995970.83
897,2018-10-18,retail_medical,508143.8000000124
898,2018-10-18,retail_recreational,3196040.310000026
899,2018-10-18,wholesale,3848365.819999999
900,2018-10-19,retail_medical,492876.4600000142
901,2018-10-19,retail_recreational,2620795.649999964
902,2018-10-19,wholesale,931435.0100000005
903,2018-10-20,retail_medical,375686.2700000092
904,2018-10-20,retail_recreational,2018521.9599999844
905,2018-10-20,wholesale,1074813.9500000002
906,2018-10-21,retail_medical,340599.7899999973
907,2018-10-21,retail_recreational,2047578.1899999722
908,2018-10-21,wholesale,4307421.700000006
909,2018-10-22,retail_medical,362770.66999999963
910,2018-10-22,retail_recreational,2042801.429999985
911,2018-10-22,wholesale,4915167.820000003
912,2018-10-23,retail_medical,383158.3500000025
913,2018-10-23,retail_recreational,2144746.8899999843
914,2018-10-23,wholesale,3979866.829999998
915,2018-10-24,retail_medical,383820.4499999962
916,2018-10-24,retail_recreational,2282703.100000011
917,2018-10-24,wholesale,3423926.780000002
918,2018-10-25,retail_medical,497699.19000001554
919,2018-10-25,retail_recreational,3055881.359999996
920,2018-10-25,wholesale,2769606.4099999997
921,2018-10-26,retail_medical,474697.16999999725
922,2018-10-26,retail_recreational,2549289.1399999955
923,2018-10-26,wholesale,818893.5599999998
924,2018-10-27,retail_medical,344951.9500000022
925,2018-10-27,retail_recreational,1945774.899999977
926,2018-10-27,wholesale,760030.0300000004
927,2018-10-28,retail_medical,330308.11000000086
928,2018-10-28,retail_recreational,1973412.2799999758
929,2018-10-28,wholesale,4374796.389999998
930,2018-10-29,retail_medical,348090.50999999937
931,2018-10-29,retail_recreational,1980677.9299999783
932,2018-10-29,wholesale,4567085.830000002
933,2018-10-30,retail_medical,398299.07000000635
934,2018-10-30,retail_recreational,2132006.8499999777
935,2018-10-30,wholesale,17318336.59000001
936,2018-10-31,retail_medical,438194.28000001394
937,2018-10-31,retail_recreational,2544624.9200000158
938,2018-10-31,wholesale,2838749.83
939,2018-11-01,retail_medical,521996.71000001294
940,2018-11-01,retail_recreational,3220439.9900000165
941,2018-11-01,wholesale,2616251.2699999977
942,2018-11-02,retail_medical,488141.9500000122
943,2018-11-02,retail_recreational,2640754.3400000012
944,2018-11-02,wholesale,489939.52
945,2018-11-03,retail_medical,361947.46999999863
946,2018-11-03,retail_recreational,2081123.7299999935
947,2018-11-03,wholesale,685734.1700000002
948,2018-11-04,retail_medical,341488.0399999996
949,2018-11-04,retail_recreational,2206834.3899999983
950,2018-11-04,wholesale,4151383.0900000017
951,2018-11-05,retail_medical,373648.4500000009
952,2018-11-05,retail_recreational,2095617.8600000087
953,2018-11-05,wholesale,4090114.02
954,2018-11-06,retail_medical,364679.09999999887
955,2018-11-06,retail_recreational,2106514.6200000015
956,2018-11-06,wholesale,3873550.150000001
957,2018-11-07,retail_medical,374981.8200000005
958,2018-11-07,retail_recreational,2223142.5800000057
959,2018-11-07,wholesale,3651635.8400000017
960,2018-11-08,retail_medical,457961.1100000088
961,2018-11-08,retail_recreational,3166262.6299999687
962,2018-11-08,wholesale,2688618.500000002
963,2018-11-09,retail_medical,510163.32000001264
964,2018-11-09,retail_recreational,2658856.84999998
965,2018-11-09,wholesale,864827.7399999999
966,2018-11-10,retail_medical,392129.25000000093
967,2018-11-10,retail_recreational,2063292.9799999727
968,2018-11-10,wholesale,574965.0199999999
969,2018-11-11,retail_medical,327046.00999999564
970,2018-11-11,retail_recreational,1954911.6399999943
971,2018-11-11,wholesale,4525189.319999996
972,2018-11-12,retail_medical,351425.50999999733
973,2018-11-12,retail_recreational,2012262.5499999782
974,2018-11-12,wholesale,5061619.949999997
975,2018-11-13,retail_medical,372325.59000000334
976,2018-11-13,retail_recreational,2028938.789999991
977,2018-11-13,wholesale,3969787.450000003
978,2018-11-14,retail_medical,415461.21000000514
979,2018-11-14,retail_recreational,2392136.169999998
980,2018-11-14,wholesale,3376052.4899999993
981,2018-11-15,retail_medical,486184.26000000874
982,2018-11-15,retail_recreational,3241928.6799999652
983,2018-11-15,wholesale,3050017.1499999976
984,2018-11-16,retail_medical,505108.86000001215
985,2018-11-16,retail_recreational,2628623.269999973
986,2018-11-16,wholesale,3523449.8500000015
987,2018-11-17,retail_medical,377437.51000000455
988,2018-11-17,retail_recreational,2057001.6599999887
989,2018-11-17,wholesale,859671.4600000001
990,2018-11-18,retail_medical,342386.57999999635
991,2018-11-18,retail_recreational,2166332.43999998
992,2018-11-18,wholesale,4904936.509999998
993,2018-11-19,retail_medical,430522.34999999875
994,2018-11-19,retail_recreational,2512865.7299999776
995,2018-11-19,wholesale,4614172.5600000005
996,2018-11-20,retail_medical,601262.8900000213
997,2018-11-20,retail_recreational,3640597.8899999335
998,2018-11-20,wholesale,4546101.880000003
999,2018-11-21,retail_medical,392682.4500000009
1000,2018-11-21,retail_recreational,1422147.439999993
1001,2018-11-21,wholesale,296050.18
1002,2018-11-22,retail_medical,500904.9300000171
1003,2018-11-22,retail_recreational,3801839.2099999436
1004,2018-11-22,wholesale,1892628.2100000007
1005,2018-11-23,retail_medical,448315.96000000334
1006,2018-11-23,retail_recreational,2237450.02999997
1007,2018-11-23,wholesale,540833.13
1008,2018-11-24,retail_medical,320114.17999999877
1009,2018-11-24,retail_recreational,1796746.1799999832
1010,2018-11-24,wholesale,479517.6699999999
1011,2018-11-25,retail_medical,309579.04999999836
1012,2018-11-25,retail_recreational,2001502.5799999847
1013,2018-11-25,wholesale,4279713.259999998
1014,2018-11-26,retail_medical,328321.5299999991
1015,2018-11-26,retail_recreational,1869396.6899999727
1016,2018-11-26,wholesale,3799558.7900000005
1017,2018-11-27,retail_medical,354930.22000000137
1018,2018-11-27,retail_recreational,1985572.939999981
1019,2018-11-27,wholesale,3960154.939999999
1020,2018-11-28,retail_medical,350786.6499999966
1021,2018-11-28,retail_recreational,2126316.4899999853
1022,2018-11-28,wholesale,3542305.799999997
1023,2018-11-29,retail_medical,481754.14000001235
1024,2018-11-29,retail_recreational,2830749.61999997
1025,2018-11-29,wholesale,3317938.75
1026,2018-11-30,retail_medical,504706.25000000774
1027,2018-11-30,retail_recreational,2712129.319999975
1028,2018-11-30,wholesale,813687.4800000001
1029,2018-12-01,retail_medical,369291.6000000097
1030,2018-12-01,retail_recreational,2004522.6799999878
1031,2018-12-01,wholesale,470980.50999999995
1032,2018-12-02,retail_medical,372574.5500000054
1033,2018-12-02,retail_recreational,2233780.460000011
1034,2018-12-02,wholesale,3362622.319999999
1035,2018-12-03,retail_medical,381320.32000001037
1036,2018-12-03,retail_recreational,2051133.9699999746
1037,2018-12-03,wholesale,177119945.83999997
1038,2018-12-04,retail_medical,385660.0099999975
1039,2018-12-04,retail_recreational,2296072.3400000036
1040,2018-12-04,wholesale,3569789.2600000016
1041,2018-12-05,retail_medical,387107.9000000076
1042,2018-12-05,retail_recreational,2215031.2899999986
1043,2018-12-05,wholesale,3412233.120000001
1044,2018-12-06,retail_medical,469203.35000001354
1045,2018-12-06,retail_recreational,3010732.8099999893
1046,2018-12-06,wholesale,2446271.4299999997
1047,2018-12-07,retail_medical,484272.2400000041
1048,2018-12-07,retail_recreational,2597056.199999979
1049,2018-12-07,wholesale,572490.6200000001
1050,2018-12-08,retail_medical,362034.2800000028
1051,2018-12-08,retail_recreational,1992651.2599999767
1052,2018-12-08,wholesale,876348.2100000002
1053,2018-12-09,retail_medical,343494.73999999906
1054,2018-12-09,retail_recreational,2131073.149999956
1055,2018-12-09,wholesale,6148401.68999999
1056,2018-12-10,retail_medical,359982.8999999978
1057,2018-12-10,retail_recreational,2021673.5599999863
1058,2018-12-10,wholesale,3788118.3700000015
1059,2018-12-11,retail_medical,371499.7199999962
1060,2018-12-11,retail_recreational,2223595.539999982
1061,2018-12-11,wholesale,4054244.309999998
1062,2018-12-12,retail_medical,392392.61000000435
1063,2018-12-12,retail_recreational,2286200.5099999993
1064,2018-12-12,wholesale,2939703.869999999
1065,2018-12-13,retail_medical,480181.4800000144
1066,2018-12-13,retail_recreational,3146205.910000002
1067,2018-12-13,wholesale,2714950.56
1068,2018-12-14,retail_medical,502830.1899999992
1069,2018-12-14,retail_recreational,2689148.5900000148
1070,2018-12-14,wholesale,539035.1000000001
1071,2018-12-15,retail_medical,370913.0400000061
1072,2018-12-15,retail_recreational,2107794.2899999972
1073,2018-12-15,wholesale,493478.0200000002
1074,2018-12-16,retail_medical,364165.93999999744
1075,2018-12-16,retail_recreational,2180618.489999983
1076,2018-12-16,wholesale,3897859.849999997
1077,2018-12-17,retail_medical,402222.82000000775
1078,2018-12-17,retail_recreational,2186145.4399999785
1079,2018-12-17,wholesale,3804434.3200000026
1080,2018-12-18,retail_medical,422585.94000000175
1081,2018-12-18,retail_recreational,2459471.2800000245
1082,2018-12-18,wholesale,3872965.9299999964
1083,2018-12-19,retail_medical,430215.060000009
1084,2018-12-19,retail_recreational,2587962.659999985
1085,2018-12-19,wholesale,2889170.529999999
1086,2018-12-20,retail_medical,565423.690000008
1087,2018-12-20,retail_recreational,3537245.1399999512
1088,2018-12-20,wholesale,2590143.7499999995
1089,2018-12-21,retail_medical,566979.8800000153
1090,2018-12-21,retail_recreational,3064862.339999972
1091,2018-12-21,wholesale,465039.2399999999
1092,2018-12-22,retail_medical,464990.17000001005
1093,2018-12-22,retail_recreational,2642630.2999999975
1094,2018-12-22,wholesale,709633.9800000002
1095,2018-12-23,retail_medical,533099.2300000065
1096,2018-12-23,retail_recreational,2943728.269999937
1097,2018-12-23,wholesale,1091952.7900000003
1098,2018-12-24,retail_medical,187124.46999999596
1099,2018-12-24,retail_recreational,870870.2599999713
1100,2018-12-24,wholesale,78824.62999999999
1101,2018-12-25,retail_medical,315403.039999997
1102,2018-12-25,retail_recreational,2481396.3899999736
1103,2018-12-25,wholesale,3490876.3700000015
1104,2018-12-26,retail_medical,408876.07999999647
1105,2018-12-26,retail_recreational,2269902.159999973
1106,2018-12-26,wholesale,3506563.919999999
1107,2018-12-27,retail_medical,463133.86000000505
1108,2018-12-27,retail_recreational,2851236.2200000165
1109,2018-12-27,wholesale,3360355.5900000003
1110,2018-12-28,retail_medical,455491.3100000011
1111,2018-12-28,retail_recreational,2573307.0300000054
1112,2018-12-28,wholesale,1464798.49
1113,2018-12-29,retail_medical,371949.72999999777
1114,2018-12-29,retail_recreational,2158920.339999966
1115,2018-12-29,wholesale,760271.0200000003
1116,2018-12-30,retail_medical,491092.1900000039
1117,2018-12-30,retail_recreational,2924044.9699999676
1118,2018-12-30,wholesale,3111780.800000002
1119,2018-12-31,retail_medical,311292.65999999986
1120,2018-12-31,retail_recreational,1665336.4199999694
1121,2018-12-31,wholesale,1198405.8700000003
1122,2019-01-01,retail_medical,331751.54999999807
1123,2019-01-01,retail_recreational,2208549.539999997
1124,2019-01-01,wholesale,4218429.949999998
1125,2019-01-02,retail_medical,438125.0600000038
1126,2019-01-02,retail_recreational,2409230.299999966
1127,2019-01-02,wholesale,4076508.760000001
1128,2019-01-03,retail_medical,488141.40000000666
1129,2019-01-03,retail_recreational,3030225.2800000478
1130,2019-01-03,wholesale,4167530.6000000024
1131,2019-01-04,retail_medical,503723.18000001035
1132,2019-01-04,retail_recreational,2571146.919999981
1133,2019-01-04,wholesale,526389.14
1134,2019-01-05,retail_medical,353767.92000000057
1135,2019-01-05,retail_recreational,1934587.709999984
1136,2019-01-05,wholesale,486142.12
1137,2019-01-06,retail_medical,344460.89999999496
1138,2019-01-06,retail_recreational,2111779.749999976
1139,2019-01-06,wholesale,4300652.190000001
1140,2019-01-07,retail_medical,354695.61999999895
1141,2019-01-07,retail_recreational,2040593.5900000012
1142,2019-01-07,wholesale,4382079.920000001
1143,2019-01-08,retail_medical,356010.3399999962
1144,2019-01-08,retail_recreational,2123526.550000009
1145,2019-01-08,wholesale,3667683.3699999982
1146,2019-01-09,retail_medical,398037.1899999954
1147,2019-01-09,retail_recreational,2329631.9899999853
1148,2019-01-09,wholesale,3742157.6999999997
1149,2019-01-10,retail_medical,447133.93000000407
1150,2019-01-10,retail_recreational,3005861.969999986
1151,2019-01-10,wholesale,3191278.9800000014
1152,2019-01-11,retail_medical,456618.5600000039
1153,2019-01-11,retail_recreational,2551697.759999972
1154,2019-01-11,wholesale,927498.4600000001
1155,2019-01-12,retail_medical,356319.0799999989
1156,2019-01-12,retail_recreational,1961970.179999963
1157,2019-01-12,wholesale,580522.1200000001
1158,2019-01-13,retail_medical,313021.56999999424
1159,2019-01-13,retail_recreational,2014490.559999974
1160,2019-01-13,wholesale,4001652.5600000033
1161,2019-01-14,retail_medical,344450.370000001
1162,2019-01-14,retail_recreational,2123901.1999999736
1163,2019-01-14,wholesale,4043643.99
1164,2019-01-15,retail_medical,365581.4499999981
1165,2019-01-15,retail_recreational,2255107.8999999682
1166,2019-01-15,wholesale,3923460.2599999993
1167,2019-01-16,retail_medical,364977.6199999987
1168,2019-01-16,retail_recreational,2260357.4999999753
1169,2019-01-16,wholesale,3646879.280000002
1170,2019-01-17,retail_medical,453736.0500000068
1171,2019-01-17,retail_recreational,3138926.409999999
1172,2019-01-17,wholesale,3681011.36
1173,2019-01-18,retail_medical,459866.1399999981
1174,2019-01-18,retail_recreational,2622755.2400000026
1175,2019-01-18,wholesale,782688.4299999999
1176,2019-01-19,retail_medical,364073.6099999995
1177,2019-01-19,retail_recreational,2034920.3999999794
1178,2019-01-19,wholesale,729129.4300000002
1179,2019-01-20,retail_medical,305957.10999999323
1180,2019-01-20,retail_recreational,1990172.1299999591
1181,2019-01-20,wholesale,4505038.160000001
1182,2019-01-21,retail_medical,332499.45000000036
1183,2019-01-21,retail_recreational,2043801.2999999803
1184,2019-01-21,wholesale,4077195.300000003
1185,2019-01-22,retail_medical,352660.8799999965
1186,2019-01-22,retail_recreational,2171699.4700000137
1187,2019-01-22,wholesale,3931224.3400000003
1188,2019-01-23,retail_medical,351423.19999999704
1189,2019-01-23,retail_recreational,2194771.399999965
1190,2019-01-23,wholesale,3920435.3
1191,2019-01-24,retail_medical,430795.1900000073
1192,2019-01-24,retail_recreational,3011675.7299999683
1193,2019-01-24,wholesale,2457540.039999999
1194,2019-01-25,retail_medical,459124.80000000616
1195,2019-01-25,retail_recreational,2512232.2499999683
1196,2019-01-25,wholesale,663722.0099999997
1197,2019-01-26,retail_medical,353426.1799999978
1198,2019-01-26,retail_recreational,1989950.4599999634
1199,2019-01-26,wholesale,495908.76000000007
1200,2019-01-27,retail_medical,312596.7699999949
